date,participant_type,buy_value,sell_value,net_value,market_segment,sector,instrument,series_kind,source_name,source_url,source_type,extraction_method,is_official,is_provisional,is_final,confidence_score,currency,notes
2016-05-05,FII/FPI,3720.537367893,3745.562269919,-25.024902025999836,capital_market,,equity,reconstructed_official_tradewise,sebi_cdsl_tradewise,cached_month_chunks:/tmp/tradewise_month_chunks,official_tradewise_zip,chunked_monthly_reconstruction_grouped_by_date,True,False,True,0.86,INR crore,"Reconstructed from official monthly trade-wise archives with report_date + EQ/EU profile, merged to one row per date. Missing official source months: 2021-05, 2021-06 due malformed/truncated source files."
2016-05-07,FII/FPI,2964.682279967,2804.585165484,160.09711448300004,capital_market,,equity,reconstructed_official_tradewise,sebi_cdsl_tradewise,cached_month_chunks:/tmp/tradewise_month_chunks,official_tradewise_zip,chunked_monthly_reconstruction_grouped_by_date,True,False,True,0.86,INR crore,"Reconstructed from official monthly trade-wise archives with report_date + EQ/EU profile, merged to one row per date. Missing official source months: 2021-05, 2021-06 due malformed/truncated source files."
2016-05-08,FII/FPI,4139.570632073,3577.238044431,562.3325876419995,capital_market,,equity,reconstructed_official_tradewise,sebi_cdsl_tradewise,cached_month_chunks:/tmp/tradewise_month_chunks,official_tradewise_zip,chunked_monthly_reconstruction_grouped_by_date,True,False,True,0.86,INR crore,"Reconstructed from official monthly trade-wise archives with report_date + EQ/EU profile, merged to one row per date. Missing official source months: 2021-05, 2021-06 due malformed/truncated source files."
2016-05-10,FII/FPI,4948.502882292,4423.248600707,525.2542815850002,capital_market,,equity,reconstructed_official_tradewise,sebi_cdsl_tradewise,cached_month_chunks:/tmp/tradewise_month_chunks,official_tradewise_zip,chunked_monthly_reconstruction_grouped_by_date,True,False,True,0.86,INR crore,"Reconstructed from official monthly trade-wise archives with report_date + EQ/EU profile, merged to one row per date. Missing official source months: 2021-05, 2021-06 due malformed/truncated source files."
2016-05-12,FII/FPI,4113.506490486,4239.600637359,-126.09414687299959,capital_market,,equity,reconstructed_official_tradewise,sebi_cdsl_tradewise,cached_month_chunks:/tmp/tradewise_month_chunks,official_tradewise_zip,chunked_monthly_reconstruction_grouped_by_date,True,False,True,0.86,INR crore,"Reconstructed from official monthly trade-wise archives with report_date + EQ/EU profile, merged to one row per date. Missing official source months: 2021-05, 2021-06 due malformed/truncated source files."
2016-05-13,FII/FPI,3481.678067949,3430.304621095,51.37344685399967,capital_market,,equity,reconstructed_official_tradewise,sebi_cdsl_tradewise,cached_month_chunks:/tmp/tradewise_month_chunks,official_tradewise_zip,chunked_monthly_reconstruction_grouped_by_date,True,False,True,0.86,INR crore,"Reconstructed from official monthly trade-wise archives with report_date + EQ/EU profile, merged to one row per date. Missing official source months: 2021-05, 2021-06 due malformed/truncated source files."
2016-05-16,FII/FPI,5595.777557331,3993.425704589,1602.3518527420001,capital_market,,equity,reconstructed_official_tradewise,sebi_cdsl_tradewise,cached_month_chunks:/tmp/tradewise_month_chunks,official_tradewise_zip,chunked_monthly_reconstruction_grouped_by_date,True,False,True,0.86,INR crore,"Reconstructed from official monthly trade-wise archives with report_date + EQ/EU profile, merged to one row per date. Missing official source months: 2021-05, 2021-06 due malformed/truncated source files."
2016-05-17,FII/FPI,3869.584685026,3966.300513711,-96.7158286849999,capital_market,,equity,reconstructed_official_tradewise,sebi_cdsl_tradewise,cached_month_chunks:/tmp/tradewise_month_chunks,official_tradewise_zip,chunked_monthly_reconstruction_grouped_by_date,True,False,True,0.86,INR crore,"Reconstructed from official monthly trade-wise archives with report_date + EQ/EU profile, merged to one row per date. Missing official source months: 2021-05, 2021-06 due malformed/truncated source files."
2016-05-18,FII/FPI,4505.956869548,4373.386078599,132.57079094900018,capital_market,,equity,reconstructed_official_tradewise,sebi_cdsl_tradewise,cached_month_chunks:/tmp/tradewise_month_chunks,official_tradewise_zip,chunked_monthly_reconstruction_grouped_by_date,True,False,True,0.86,INR crore,"Reconstructed from official monthly trade-wise archives with report_date + EQ/EU profile, merged to one row per date. Missing official source months: 2021-05, 2021-06 due malformed/truncated source files."
2016-05-19,FII/FPI,3984.427197487,3988.955173168,-4.5279756810000436,capital_market,,equity,reconstructed_official_tradewise,sebi_cdsl_tradewise,cached_month_chunks:/tmp/tradewise_month_chunks,official_tradewise_zip,chunked_monthly_reconstruction_grouped_by_date,True,False,True,0.86,INR crore,"Reconstructed from official monthly trade-wise archives with report_date + EQ/EU profile, merged to one row per date. Missing official source months: 2021-05, 2021-06 due malformed/truncated source files."
2016-05-20,FII/FPI,4258.797229417,3918.059625553,340.73760386400045,capital_market,,equity,reconstructed_official_tradewise,sebi_cdsl_tradewise,cached_month_chunks:/tmp/tradewise_month_chunks,official_tradewise_zip,chunked_monthly_reconstruction_grouped_by_date,True,False,True,0.86,INR crore,"Reconstructed from official monthly trade-wise archives with report_date + EQ/EU profile, merged to one row per date. Missing official source months: 2021-05, 2021-06 due malformed/truncated source files."
2016-05-23,FII/FPI,3023.07953557,3743.851643098,-720.7721075279997,capital_market,,equity,reconstructed_official_tradewise,sebi_cdsl_tradewise,cached_month_chunks:/tmp/tradewise_month_chunks,official_tradewise_zip,chunked_monthly_reconstruction_grouped_by_date,True,False,True,0.86,INR crore,"Reconstructed from official monthly trade-wise archives with report_date + EQ/EU profile, merged to one row per date. Missing official source months: 2021-05, 2021-06 due malformed/truncated source files."
2016-05-24,FII/FPI,3094.405162145,3125.425193729,-31.020031584000208,capital_market,,equity,reconstructed_official_tradewise,sebi_cdsl_tradewise,cached_month_chunks:/tmp/tradewise_month_chunks,official_tradewise_zip,chunked_monthly_reconstruction_grouped_by_date,True,False,True,0.86,INR crore,"Reconstructed from official monthly trade-wise archives with report_date + EQ/EU profile, merged to one row per date. Missing official source months: 2021-05, 2021-06 due malformed/truncated source files."
2016-05-25,FII/FPI,3559.134178345,4372.568046321,-813.4338679760003,capital_market,,equity,reconstructed_official_tradewise,sebi_cdsl_tradewise,cached_month_chunks:/tmp/tradewise_month_chunks,official_tradewise_zip,chunked_monthly_reconstruction_grouped_by_date,True,False,True,0.86,INR crore,"Reconstructed from official monthly trade-wise archives with report_date + EQ/EU profile, merged to one row per date. Missing official source months: 2021-05, 2021-06 due malformed/truncated source files."
2016-05-26,FII/FPI,3752.436687672,3243.023981554,509.4127061180002,capital_market,,equity,reconstructed_official_tradewise,sebi_cdsl_tradewise,cached_month_chunks:/tmp/tradewise_month_chunks,official_tradewise_zip,chunked_monthly_reconstruction_grouped_by_date,True,False,True,0.86,INR crore,"Reconstructed from official monthly trade-wise archives with report_date + EQ/EU profile, merged to one row per date. Missing official source months: 2021-05, 2021-06 due malformed/truncated source files."
2016-05-27,FII/FPI,6499.717149113,5780.449515206,719.2676339070003,capital_market,,equity,reconstructed_official_tradewise,sebi_cdsl_tradewise,cached_month_chunks:/tmp/tradewise_month_chunks,official_tradewise_zip,chunked_monthly_reconstruction_grouped_by_date,True,False,True,0.86,INR crore,"Reconstructed from official monthly trade-wise archives with report_date + EQ/EU profile, merged to one row per date. Missing official source months: 2021-05, 2021-06 due malformed/truncated source files."
2016-05-30,FII/FPI,4629.08197582,3954.845725282,674.2362505379997,capital_market,,equity,reconstructed_official_tradewise,sebi_cdsl_tradewise,cached_month_chunks:/tmp/tradewise_month_chunks,official_tradewise_zip,chunked_monthly_reconstruction_grouped_by_date,True,False,True,0.86,INR crore,"Reconstructed from official monthly trade-wise archives with report_date + EQ/EU profile, merged to one row per date. Missing official source months: 2021-05, 2021-06 due malformed/truncated source files."
2016-05-31,FII/FPI,4129.226722247,3721.968329712,407.258392535,capital_market,,equity,reconstructed_official_tradewise,sebi_cdsl_tradewise,cached_month_chunks:/tmp/tradewise_month_chunks,official_tradewise_zip,chunked_monthly_reconstruction_grouped_by_date,True,False,True,0.86,INR crore,"Reconstructed from official monthly trade-wise archives with report_date + EQ/EU profile, merged to one row per date. Missing official source months: 2021-05, 2021-06 due malformed/truncated source files."
2016-06-04,FII/FPI,3273.611055408,4058.604706299,-784.993650891,capital_market,,equity,reconstructed_official_tradewise,sebi_cdsl_tradewise,cached_month_chunks:/tmp/tradewise_month_chunks,official_tradewise_zip,chunked_monthly_reconstruction_grouped_by_date,True,False,True,0.86,INR crore,"Reconstructed from official monthly trade-wise archives with report_date + EQ/EU profile, merged to one row per date. Missing official source months: 2021-05, 2021-06 due malformed/truncated source files."
2016-06-05,FII/FPI,3735.05031558,4062.934867507,-327.88455192699985,capital_market,,equity,reconstructed_official_tradewise,sebi_cdsl_tradewise,cached_month_chunks:/tmp/tradewise_month_chunks,official_tradewise_zip,chunked_monthly_reconstruction_grouped_by_date,True,False,True,0.86,INR crore,"Reconstructed from official monthly trade-wise archives with report_date + EQ/EU profile, merged to one row per date. Missing official source months: 2021-05, 2021-06 due malformed/truncated source files."
2016-06-06,FII/FPI,5604.116979681,3992.354276475,1611.762703206,capital_market,,equity,reconstructed_official_tradewise,sebi_cdsl_tradewise,cached_month_chunks:/tmp/tradewise_month_chunks,official_tradewise_zip,chunked_monthly_reconstruction_grouped_by_date,True,False,True,0.86,INR crore,"Reconstructed from official monthly trade-wise archives with report_date + EQ/EU profile, merged to one row per date. Missing official source months: 2021-05, 2021-06 due malformed/truncated source files."
2016-06-09,FII/FPI,3643.950162564,3398.138038833,245.81212373100016,capital_market,,equity,reconstructed_official_tradewise,sebi_cdsl_tradewise,cached_month_chunks:/tmp/tradewise_month_chunks,official_tradewise_zip,chunked_monthly_reconstruction_grouped_by_date,True,False,True,0.86,INR crore,"Reconstructed from official monthly trade-wise archives with report_date + EQ/EU profile, merged to one row per date. Missing official source months: 2021-05, 2021-06 due malformed/truncated source files."
2016-06-10,FII/FPI,3859.3722912860003,3199.927980238,659.444311048,capital_market,,equity,reconstructed_official_tradewise,sebi_cdsl_tradewise,cached_month_chunks:/tmp/tradewise_month_chunks,official_tradewise_zip,chunked_monthly_reconstruction_grouped_by_date,True,False,True,0.86,INR crore,"Reconstructed from official monthly trade-wise archives with report_date + EQ/EU profile, merged to one row per date. Missing official source months: 2021-05, 2021-06 due malformed/truncated source files."
2016-06-12,FII/FPI,3383.82508485,3656.496645567,-272.67156071700003,capital_market,,equity,reconstructed_official_tradewise,sebi_cdsl_tradewise,cached_month_chunks:/tmp/tradewise_month_chunks,official_tradewise_zip,chunked_monthly_reconstruction_grouped_by_date,True,False,True,0.86,INR crore,"Reconstructed from official monthly trade-wise archives with report_date + EQ/EU profile, merged to one row per date. Missing official source months: 2021-05, 2021-06 due malformed/truncated source files."
2016-06-13,FII/FPI,3523.44892249,3303.163296601,220.28562588899968,capital_market,,equity,reconstructed_official_tradewise,sebi_cdsl_tradewise,cached_month_chunks:/tmp/tradewise_month_chunks,official_tradewise_zip,chunked_monthly_reconstruction_grouped_by_date,True,False,True,0.86,INR crore,"Reconstructed from official monthly trade-wise archives with report_date + EQ/EU profile, merged to one row per date. Missing official source months: 2021-05, 2021-06 due malformed/truncated source files."
2016-06-14,FII/FPI,3861.686531273,3620.813094494,240.87343677900034,capital_market,,equity,reconstructed_official_tradewise,sebi_cdsl_tradewise,cached_month_chunks:/tmp/tradewise_month_chunks,official_tradewise_zip,chunked_monthly_reconstruction_grouped_by_date,True,False,True,0.86,INR crore,"Reconstructed from official monthly trade-wise archives with report_date + EQ/EU profile, merged to one row per date. Missing official source months: 2021-05, 2021-06 due malformed/truncated source files."
2016-06-15,FII/FPI,2895.77005867,2987.722164767,-91.95210609700007,capital_market,,equity,reconstructed_official_tradewise,sebi_cdsl_tradewise,cached_month_chunks:/tmp/tradewise_month_chunks,official_tradewise_zip,chunked_monthly_reconstruction_grouped_by_date,True,False,True,0.86,INR crore,"Reconstructed from official monthly trade-wise archives with report_date + EQ/EU profile, merged to one row per date. Missing official source months: 2021-05, 2021-06 due malformed/truncated source files."
2016-06-16,FII/FPI,3165.77422508,3243.868147004,-78.09392192399991,capital_market,,equity,reconstructed_official_tradewise,sebi_cdsl_tradewise,cached_month_chunks:/tmp/tradewise_month_chunks,official_tradewise_zip,chunked_monthly_reconstruction_grouped_by_date,True,False,True,0.86,INR crore,"Reconstructed from official monthly trade-wise archives with report_date + EQ/EU profile, merged to one row per date. Missing official source months: 2021-05, 2021-06 due malformed/truncated source files."
2016-06-17,FII/FPI,3077.579034013,3181.233685426,-103.65465141300001,capital_market,,equity,reconstructed_official_tradewise,sebi_cdsl_tradewise,cached_month_chunks:/tmp/tradewise_month_chunks,official_tradewise_zip,chunked_monthly_reconstruction_grouped_by_date,True,False,True,0.86,INR crore,"Reconstructed from official monthly trade-wise archives with report_date + EQ/EU profile, merged to one row per date. Missing official source months: 2021-05, 2021-06 due malformed/truncated source files."
2016-06-20,FII/FPI,5040.175765416,4859.221781634,180.95398378200025,capital_market,,equity,reconstructed_official_tradewise,sebi_cdsl_tradewise,cached_month_chunks:/tmp/tradewise_month_chunks,official_tradewise_zip,chunked_monthly_reconstruction_grouped_by_date,True,False,True,0.86,INR crore,"Reconstructed from official monthly trade-wise archives with report_date + EQ/EU profile, merged to one row per date. Missing official source months: 2021-05, 2021-06 due malformed/truncated source files."
2016-06-21,FII/FPI,3457.118328241,3832.602007065,-375.483678824,capital_market,,equity,reconstructed_official_tradewise,sebi_cdsl_tradewise,cached_month_chunks:/tmp/tradewise_month_chunks,official_tradewise_zip,chunked_monthly_reconstruction_grouped_by_date,True,False,True,0.86,INR crore,"Reconstructed from official monthly trade-wise archives with report_date + EQ/EU profile, merged to one row per date. Missing official source months: 2021-05, 2021-06 due malformed/truncated source files."
2016-06-22,FII/FPI,3702.926224638,3235.873904447,467.05232019100004,capital_market,,equity,reconstructed_official_tradewise,sebi_cdsl_tradewise,cached_month_chunks:/tmp/tradewise_month_chunks,official_tradewise_zip,chunked_monthly_reconstruction_grouped_by_date,True,False,True,0.86,INR crore,"Reconstructed from official monthly trade-wise archives with report_date + EQ/EU profile, merged to one row per date. Missing official source months: 2021-05, 2021-06 due malformed/truncated source files."
2016-06-23,FII/FPI,2854.763474661,2885.94838393,-31.184909268999945,capital_market,,equity,reconstructed_official_tradewise,sebi_cdsl_tradewise,cached_month_chunks:/tmp/tradewise_month_chunks,official_tradewise_zip,chunked_monthly_reconstruction_grouped_by_date,True,False,True,0.86,INR crore,"Reconstructed from official monthly trade-wise archives with report_date + EQ/EU profile, merged to one row per date. Missing official source months: 2021-05, 2021-06 due malformed/truncated source files."
2016-06-24,FII/FPI,3231.44617693,3098.959340763,132.4868361670001,capital_market,,equity,reconstructed_official_tradewise,sebi_cdsl_tradewise,cached_month_chunks:/tmp/tradewise_month_chunks,official_tradewise_zip,chunked_monthly_reconstruction_grouped_by_date,True,False,True,0.86,INR crore,"Reconstructed from official monthly trade-wise archives with report_date + EQ/EU profile, merged to one row per date. Missing official source months: 2021-05, 2021-06 due malformed/truncated source files."
2016-06-27,FII/FPI,3887.057267123,4482.902136594,-595.8448694709996,capital_market,,equity,reconstructed_official_tradewise,sebi_cdsl_tradewise,cached_month_chunks:/tmp/tradewise_month_chunks,official_tradewise_zip,chunked_monthly_reconstruction_grouped_by_date,True,False,True,0.86,INR crore,"Reconstructed from official monthly trade-wise archives with report_date + EQ/EU profile, merged to one row per date. Missing official source months: 2021-05, 2021-06 due malformed/truncated source files."
2016-06-28,FII/FPI,3425.212642196,3577.766480134,-152.55383793800002,capital_market,,equity,reconstructed_official_tradewise,sebi_cdsl_tradewise,cached_month_chunks:/tmp/tradewise_month_chunks,official_tradewise_zip,chunked_monthly_reconstruction_grouped_by_date,True,False,True,0.86,INR crore,"Reconstructed from official monthly trade-wise archives with report_date + EQ/EU profile, merged to one row per date. Missing official source months: 2021-05, 2021-06 due malformed/truncated source files."
2016-06-29,FII/FPI,3663.066069829,3863.739528794,-200.673458965,capital_market,,equity,reconstructed_official_tradewise,sebi_cdsl_tradewise,cached_month_chunks:/tmp/tradewise_month_chunks,official_tradewise_zip,chunked_monthly_reconstruction_grouped_by_date,True,False,True,0.86,INR crore,"Reconstructed from official monthly trade-wise archives with report_date + EQ/EU profile, merged to one row per date. Missing official source months: 2021-05, 2021-06 due malformed/truncated source files."
2016-06-30,FII/FPI,3609.865954506,3463.837562014,146.02839249199997,capital_market,,equity,reconstructed_official_tradewise,sebi_cdsl_tradewise,cached_month_chunks:/tmp/tradewise_month_chunks,official_tradewise_zip,chunked_monthly_reconstruction_grouped_by_date,True,False,True,0.86,INR crore,"Reconstructed from official monthly trade-wise archives with report_date + EQ/EU profile, merged to one row per date. Missing official source months: 2021-05, 2021-06 due malformed/truncated source files."
2016-07-04,FII/FPI,2649.869083755,3083.92053102,-434.0514472650002,capital_market,,equity,reconstructed_official_tradewise,sebi_cdsl_tradewise,cached_month_chunks:/tmp/tradewise_month_chunks,official_tradewise_zip,chunked_monthly_reconstruction_grouped_by_date,True,False,True,0.86,INR crore,"Reconstructed from official monthly trade-wise archives with report_date + EQ/EU profile, merged to one row per date. Missing official source months: 2021-05, 2021-06 due malformed/truncated source files."
2016-07-06,FII/FPI,5078.099313653,5012.481382491,65.61793116199988,capital_market,,equity,reconstructed_official_tradewise,sebi_cdsl_tradewise,cached_month_chunks:/tmp/tradewise_month_chunks,official_tradewise_zip,chunked_monthly_reconstruction_grouped_by_date,True,False,True,0.86,INR crore,"Reconstructed from official monthly trade-wise archives with report_date + EQ/EU profile, merged to one row per date. Missing official source months: 2021-05, 2021-06 due malformed/truncated source files."
2016-07-07,FII/FPI,3240.587436693,2896.714372962,343.87306373099995,capital_market,,equity,reconstructed_official_tradewise,sebi_cdsl_tradewise,cached_month_chunks:/tmp/tradewise_month_chunks,official_tradewise_zip,chunked_monthly_reconstruction_grouped_by_date,True,False,True,0.86,INR crore,"Reconstructed from official monthly trade-wise archives with report_date + EQ/EU profile, merged to one row per date. Missing official source months: 2021-05, 2021-06 due malformed/truncated source files."
2016-07-09,FII/FPI,5538.460133907,4141.906535265,1396.553598642001,capital_market,,equity,reconstructed_official_tradewise,sebi_cdsl_tradewise,cached_month_chunks:/tmp/tradewise_month_chunks,official_tradewise_zip,chunked_monthly_reconstruction_grouped_by_date,True,False,True,0.86,INR crore,"Reconstructed from official monthly trade-wise archives with report_date + EQ/EU profile, merged to one row per date. Missing official source months: 2021-05, 2021-06 due malformed/truncated source files."
2016-07-10,FII/FPI,3623.140692808,3245.24558823,377.8951045779998,capital_market,,equity,reconstructed_official_tradewise,sebi_cdsl_tradewise,cached_month_chunks:/tmp/tradewise_month_chunks,official_tradewise_zip,chunked_monthly_reconstruction_grouped_by_date,True,False,True,0.86,INR crore,"Reconstructed from official monthly trade-wise archives with report_date + EQ/EU profile, merged to one row per date. Missing official source months: 2021-05, 2021-06 due malformed/truncated source files."
2016-07-11,FII/FPI,5018.765065412,4635.092584345,383.67248106699964,capital_market,,equity,reconstructed_official_tradewise,sebi_cdsl_tradewise,cached_month_chunks:/tmp/tradewise_month_chunks,official_tradewise_zip,chunked_monthly_reconstruction_grouped_by_date,True,False,True,0.86,INR crore,"Reconstructed from official monthly trade-wise archives with report_date + EQ/EU profile, merged to one row per date. Missing official source months: 2021-05, 2021-06 due malformed/truncated source files."
2016-07-12,FII/FPI,3094.102347087,2955.303499053,138.798848034,capital_market,,equity,reconstructed_official_tradewise,sebi_cdsl_tradewise,cached_month_chunks:/tmp/tradewise_month_chunks,official_tradewise_zip,chunked_monthly_reconstruction_grouped_by_date,True,False,True,0.86,INR crore,"Reconstructed from official monthly trade-wise archives with report_date + EQ/EU profile, merged to one row per date. Missing official source months: 2021-05, 2021-06 due malformed/truncated source files."
2016-07-13,FII/FPI,4191.317124857,3826.83150556,364.48561929699963,capital_market,,equity,reconstructed_official_tradewise,sebi_cdsl_tradewise,cached_month_chunks:/tmp/tradewise_month_chunks,official_tradewise_zip,chunked_monthly_reconstruction_grouped_by_date,True,False,True,0.86,INR crore,"Reconstructed from official monthly trade-wise archives with report_date + EQ/EU profile, merged to one row per date. Missing official source months: 2021-05, 2021-06 due malformed/truncated source files."
2016-07-14,FII/FPI,5081.175545277,4757.702686291,323.4728589860006,capital_market,,equity,reconstructed_official_tradewise,sebi_cdsl_tradewise,cached_month_chunks:/tmp/tradewise_month_chunks,official_tradewise_zip,chunked_monthly_reconstruction_grouped_by_date,True,False,True,0.86,INR crore,"Reconstructed from official monthly trade-wise archives with report_date + EQ/EU profile, merged to one row per date. Missing official source months: 2021-05, 2021-06 due malformed/truncated source files."
2016-07-15,FII/FPI,3872.562878308,3039.615079425,832.9477988829999,capital_market,,equity,reconstructed_official_tradewise,sebi_cdsl_tradewise,cached_month_chunks:/tmp/tradewise_month_chunks,official_tradewise_zip,chunked_monthly_reconstruction_grouped_by_date,True,False,True,0.86,INR crore,"Reconstructed from official monthly trade-wise archives with report_date + EQ/EU profile, merged to one row per date. Missing official source months: 2021-05, 2021-06 due malformed/truncated source files."
2016-07-18,FII/FPI,5837.897240501,4418.833483092,1419.0637574089997,capital_market,,equity,reconstructed_official_tradewise,sebi_cdsl_tradewise,cached_month_chunks:/tmp/tradewise_month_chunks,official_tradewise_zip,chunked_monthly_reconstruction_grouped_by_date,True,False,True,0.86,INR crore,"Reconstructed from official monthly trade-wise archives with report_date + EQ/EU profile, merged to one row per date. Missing official source months: 2021-05, 2021-06 due malformed/truncated source files."
2016-07-19,FII/FPI,4144.536194656,3571.274176662,573.2620179939995,capital_market,,equity,reconstructed_official_tradewise,sebi_cdsl_tradewise,cached_month_chunks:/tmp/tradewise_month_chunks,official_tradewise_zip,chunked_monthly_reconstruction_grouped_by_date,True,False,True,0.86,INR crore,"Reconstructed from official monthly trade-wise archives with report_date + EQ/EU profile, merged to one row per date. Missing official source months: 2021-05, 2021-06 due malformed/truncated source files."
2016-07-20,FII/FPI,4381.170752789,3669.120926109,712.0498266800005,capital_market,,equity,reconstructed_official_tradewise,sebi_cdsl_tradewise,cached_month_chunks:/tmp/tradewise_month_chunks,official_tradewise_zip,chunked_monthly_reconstruction_grouped_by_date,True,False,True,0.86,INR crore,"Reconstructed from official monthly trade-wise archives with report_date + EQ/EU profile, merged to one row per date. Missing official source months: 2021-05, 2021-06 due malformed/truncated source files."
2016-07-21,FII/FPI,4851.676502615,4382.905001885,468.7715007299994,capital_market,,equity,reconstructed_official_tradewise,sebi_cdsl_tradewise,cached_month_chunks:/tmp/tradewise_month_chunks,official_tradewise_zip,chunked_monthly_reconstruction_grouped_by_date,True,False,True,0.86,INR crore,"Reconstructed from official monthly trade-wise archives with report_date + EQ/EU profile, merged to one row per date. Missing official source months: 2021-05, 2021-06 due malformed/truncated source files."
2016-07-22,FII/FPI,4316.735805788,3871.270985036,445.4648207519999,capital_market,,equity,reconstructed_official_tradewise,sebi_cdsl_tradewise,cached_month_chunks:/tmp/tradewise_month_chunks,official_tradewise_zip,chunked_monthly_reconstruction_grouped_by_date,True,False,True,0.86,INR crore,"Reconstructed from official monthly trade-wise archives with report_date + EQ/EU profile, merged to one row per date. Missing official source months: 2021-05, 2021-06 due malformed/truncated source files."
